"","Date","Close","t","SS_EW","SS_EF","S_EW","S_EF","M_EW","M_EF","L_EW","L_EF"
"5031",2006-02-17,19.423479,2006.12876712329,0,0,0,0,0,0,0,0
"5032",2006-02-21,19.307085,2006.1397260274,0,0,0,0,0,0,0,0
"5033",2006-02-22,19.438032,2006.14246575342,0,0,0,0,0,0,0,0
"5034",2006-02-23,19.394379,2006.14520547945,0,0,0,0,0,0,0,0
"5035",2006-02-24,19.372557,2006.14794520548,0,0,0,0,0,0,0,0
"5036",2006-02-27,19.678091,2006.15616438356,0,0,0,0,0,0,0,0
"5037",2006-02-28,19.547146,2006.15890410959,0,0,0,0,0,0,0,0
"5038",2006-03-01,19.743565,2006.16164383562,0,0,0,0,0,0,0,0
"5039",2006-03-02,19.619898,2006.16438356164,0,0,0,0,0,0,0,0
"5040",2006-03-03,19.590796,2006.16712328767,0,0,0,0,0,0,0,0
"5041",2006-03-06,19.576252,2006.17534246575,0,0,0,0,0,0,0,0
"5042",2006-03-07,19.685368,2006.17808219178,0,0,0,0,0,0,0,0
"5043",2006-03-08,19.823587,2006.18082191781,0,0,0,0,0,0,0,0
"5044",2006-03-09,19.641712,2006.18356164384,0,0,0,0,0,0,0,0
"5045",2006-03-10,19.765385,2006.18630136986,0,0,0,0,0,0,0,0
"5046",2006-03-13,19.721745,2006.19452054795,0,0,0,0,0,0,0,0
"5047",2006-03-14,19.809038,2006.19726027397,0,0,0,0,0,0,0,0
"5048",2006-03-15,19.90361,2006.2,0,0,0,0,0,0,0,0
"5049",2006-03-16,19.838133,2006.20273972603,0,0,0,0,0,0,0,0
"5050",2006-03-17,20.005461,2006.20547945205,0,0,0,0,0,0,0,0
"5051",2006-03-20,20.289167,2006.21369863014,0,0,0,0,0,0,0,0
"5052",2006-03-21,20.180048,2006.21643835616,0,0,0,0,0,0,0,0
"5053",2006-03-22,19.750837,2006.21917808219,0,0,0,0,0,0,0,0
"5054",2006-03-23,19.5326,2006.22191780822,0,0,0,0,0,0,0,0
"5055",2006-03-24,19.648993,2006.22465753425,0,0,0,0,0,0,0,0
"5056",2006-03-27,19.648993,2006.23287671233,0,0,0,0,0,0,0,0
"5057",2006-03-28,19.568975,2006.23561643836,0,0,0,0,0,0,0,0
"5058",2006-03-29,19.656271,2006.23835616438,0,0,0,0,0,0,0,0
"5059",2006-03-30,19.809038,2006.24109589041,0,0,0,0,0,0,0,0
"5060",2006-03-31,19.794489,2006.24383561644,0,0,0,0,0,0,0,0
"5061",2006-04-03,20.049109,2006.25205479452,0,0,0,0,0,0,0,0
"5062",2006-04-04,20.107294,2006.25479452055,0,0,0,0,0,0,0,0
"5063",2006-04-05,20.180048,2006.25753424658,0,0,0,0,0,0,0,0
"5064",2006-04-06,20.049109,2006.2602739726,0,0,0,0,0,0,0,0
"5065",2006-04-07,19.823587,2006.26301369863,0,0,0,0,0,0,0,0
"5066",2006-04-10,19.852694,2006.27123287671,0,0,0,0,0,0,0,0
"5067",2006-04-11,19.736288,2006.27397260274,0,0,0,0,0,0,0,0
"5068",2006-04-12,19.78722,2006.27671232877,0,0,0,0,0,0,0,0
"5069",2006-04-13,19.692644,2006.27945205479,0,0,0,0,0,0,0,0
"5070",2006-04-17,19.525318,2006.2904109589,0,0,0,0,0,0,0,0
"5071",2006-04-18,19.801762,2006.29315068493,0,0,0,0,0,0,0,0
"5072",2006-04-19,19.663553,2006.29589041096,0,0,0,0,0,0,0,0
"5073",2006-04-20,19.663553,2006.29863013699,0,0,0,0,0,0,0,0
"5074",2006-04-21,19.750837,2006.30136986301,0,0,0,0,0,0,0,0
"5075",2006-04-24,19.721745,2006.3095890411,0,0,0,0,0,0,0,0
"5076",2006-04-25,19.721745,2006.31232876712,0,0,0,0,0,0,0,0
"5077",2006-04-26,19.714466,2006.31506849315,0,0,0,0,0,0,0,0
"5078",2006-04-27,19.823587,2006.31780821918,0,0,0,0,0,0,0,0
"5079",2006-04-28,17.568426,2006.32054794521,0,0,0,0,0,0,0,0
"5080",2006-05-01,17.670271,2006.32876712329,0,0,0,0,0,0,0,0
"5081",2006-05-02,17.466574,2006.33150684932,0,0,0,0,0,0,0,0
"5082",2006-05-03,16.855505,2006.33424657534,0,0,0,0,0,0,0,0
"5083",2006-05-04,17.051916,2006.33698630137,0,0,0,0,0,0,0,0
"5084",2006-05-05,17.313812,2006.3397260274,0,0,0,0,0,0,0,0
"5085",2006-05-08,17.262884,2006.34794520548,0,0,0,0,0,0,0,0
"5086",2006-05-09,17.182871,2006.35068493151,0,0,0,0,0,0,0,0
"5087",2006-05-10,17.29199,2006.35342465753,0,0,0,0,0,0,0,0
"5088",2006-05-11,16.89187,2006.35616438356,0,0,0,0,0,0,0,0
"5089",2006-05-12,16.855505,2006.35890410959,0,0,0,0,0,0,0,0
"5090",2006-05-15,16.906624,2006.36712328767,0,0,0,0,0,0,0,0
"5091",2006-05-16,16.804388,2006.3698630137,0,0,0,0,0,0,0,0
"5092",2006-05-17,16.599899,2006.37260273973,0,0,0,0,0,0,0,0
"5093",2006-05-18,16.672928,2006.37534246575,0,0,0,0,0,0,0,0
"5094",2006-05-19,16.475744,2006.37808219178,0,0,0,0,0,0,0,0
"5095",2006-05-22,16.709438,2006.38630136986,0,0,0,0,0,0,0,0
"5096",2006-05-23,16.643709,2006.38904109589,0,0,0,0,0,0,0,0
"5097",2006-05-24,17.162233,2006.39178082192,0,0,0,0,0,0,0,0
"5098",2006-05-25,17.337513,2006.39452054795,0,0,0,0,0,0,0,0
"5099",2006-05-26,17.322906,2006.39726027397,0,0,0,0,0,0,0,0
"5100",2006-05-30,16.906624,2006.40821917808,0,0,0,0,0,0,0,0
"5101",2006-05-31,16.541471,2006.41095890411,0,0,0,0,0,0,0,0
"5102",2006-06-01,16.665621,2006.41369863014,0,0,0,0,0,0,0,0
"5103",2006-06-02,16.621805,2006.41643835616,0,0,0,0,0,0,0,0
"5104",2006-06-05,16.431923,2006.42465753425,0,0,0,0,0,0,0,0
"5105",2006-06-06,16.161711,2006.42739726027,0,0,0,0,0,0,0,0
"5106",2006-06-07,16.095989,2006.4301369863,0,0,0,0,0,0,0,0
"5107",2006-06-08,16.147099,2006.43287671233,0,0,0,0,0,0,0,0
"5108",2006-06-09,16.008352,2006.43561643836,0,0,0,0,0,0,0,0
"5109",2006-06-12,15.854977,2006.44383561644,0,0,0,0,0,0,0,0
"5110",2006-06-13,15.70892,2006.44657534247,0,0,0,0,0,0,0,0
"5111",2006-06-14,15.979138,2006.44931506849,0,0,0,0,0,0,0,0
"5112",2006-06-15,16.117895,2006.45205479452,0,0,0,0,0,0,0,0
"5113",2006-06-16,16.139803,2006.45479452055,0,0,0,0,0,0,0,0
"5114",2006-06-19,16.468443,2006.46301369863,0,0,0,0,0,0,0,0
"5115",2006-06-20,16.475744,2006.46575342466,0,0,0,0,0,0,0,0
"5116",2006-06-21,16.855499,2006.46849315068,0,0,0,0,0,0,0,0
"5117",2006-06-22,16.709438,2006.47123287671,0,0,0,0,0,0,0,0
"5118",2006-06-23,16.431923,2006.47397260274,0,0,0,0,0,0,0,0
"5119",2006-06-26,16.665621,2006.48219178082,0,0,0,0,0,0,0,0
"5120",2006-06-27,16.694839,2006.48493150685,0,0,0,0,0,0,0,0
"5121",2006-06-28,16.913929,2006.48767123288,0,0,0,0,0,0,0,0
"5122",2006-06-29,17.140327,2006.4904109589,0,0,0,0,0,0,0,0
"5123",2006-06-30,17.016174,2006.49315068493,0,0,0,0,0,0,0,0
"5124",2006-07-03,17.308292,2006.50136986301,0,0,0,0,0,0,0,0
"5125",2006-07-05,17.052687,2006.50684931507,0,0,0,0,0,0,0,0
"5126",2006-07-06,17.147629,2006.5095890411,0,0,0,0,0,0,0,0
"5127",2006-07-07,17.016174,2006.51232876712,0,0,0,0,0,0,0,0
"5128",2006-07-10,17.162233,2006.52054794521,0,0,0,0,0,0,0,0
"5129",2006-07-11,16.870115,2006.52328767123,0,0,0,0,0,0,0,0
"5130",2006-07-12,16.53417,2006.52602739726,0,0,0,0,0,0,0,0
"5131",2006-07-13,16.256649,2006.52876712329,0,0,0,0,0,0,0,0
"5132",2006-07-14,16.278568,2006.53150684932,0,0,0,0,0,0,0,0
"5133",2006-07-17,16.417322,2006.5397260274,0,0,0,0,0,0,0,0
"5134",2006-07-18,16.607201,2006.54246575342,0,0,0,0,0,0,0,0
"5135",2006-07-19,17.089212,2006.54520547945,0,0,0,0,0,0,0,0
"5136",2006-07-20,16.68754,2006.54794520548,0,0,0,0,0,0,0,0
"5137",2006-07-21,17.432446,2006.55068493151,0,0,0,0,0,0,0,0
"5138",2006-07-24,17.527397,2006.55890410959,0,0,0,0,0,0,0,0
"5139",2006-07-25,17.688055,2006.56164383562,0,0,0,0,0,0,0,0
"5140",2006-07-26,17.7976,2006.56438356164,0,0,0,0,0,0,0,0
"5141",2006-07-27,17.432446,2006.56712328767,0,0,0,0,0,0,0,0
"5142",2006-07-28,17.70997,2006.5698630137,0,0,0,0,0,0,0,0
"5143",2006-07-31,17.571209,2006.57808219178,0,0,0,0,0,0,0,0
"5144",2006-08-01,17.520084,2006.58082191781,0,0,0,0,0,0,0,0
"5145",2006-08-02,17.746481,2006.58356164384,0,0,0,0,0,0,0,0
"5146",2006-08-03,17.680748,2006.58630136986,0,0,0,0,0,0,0,0
"5147",2006-08-04,17.739174,2006.58904109589,0,0,0,0,0,0,0,0
"5148",2006-08-07,17.688055,2006.59726027397,0,0,0,0,0,0,0,0
"5149",2006-08-08,17.77569,2006.6,0,0,0,0,0,0,0,0
"5150",2006-08-09,17.848724,2006.60273972603,0,0,0,0,0,0,0,0
"5151",2006-08-10,17.863329,2006.60547945205,0,0,0,0,0,0,0,0
"5152",2006-08-11,17.841419,2006.60821917808,0,0,0,0,0,0,0,0
"5153",2006-08-14,17.914454,2006.61643835616,0,0,0,0,0,0,0,0
"5154",2006-08-15,18.046389,2006.61917808219,0,0,0,0,0,0,0,0
"5155",2006-08-16,18.105036,2006.62191780822,0,0,0,0,0,0,0,0
"5156",2006-08-17,18.105036,2006.62465753425,0,0,0,0,0,0,0,0
"5157",2006-08-18,18.903996,2006.62739726027,0,0,0,0,0,0,0,0
"5158",2006-08-21,19.145885,2006.63561643836,0,0,0,0,0,0,0,0
"5159",2006-08-22,18.779392,2006.63835616438,0,0,0,0,0,0,0,0
"5160",2006-08-23,18.816034,2006.64109589041,0,0,0,0,0,0,0,0
"5161",2006-08-24,18.867352,2006.64383561644,0,0,0,0,0,0,0,0
"5162",2006-08-25,18.947983,2006.64657534247,0,0,0,0,0,0,0,0
"5163",2006-08-28,19.021275,2006.65479452055,0,0,0,0,0,0,0,0
"5164",2006-08-29,18.940645,2006.65753424658,0,0,0,0,0,0,0,0
"5165",2006-08-30,18.911331,2006.6602739726,0,0,0,0,0,0,0,0
"5166",2006-08-31,18.83803,2006.66301369863,0,0,0,0,0,0,0,0
