"","date_from","date_to","t2","t1","price","fitted price","step_backward","nbre_generation","t_until_critical_point","days_before_critical_time","m","omega","tc","A","B","C1","C2","oscill","damp","rel_err"
"54","2005-05-21","2007-09-28",2007.7397260274,2006.1095890411,1526.75,1479.82453385822,-265,80,0.00347730988801231,1,1.99578227195866,1.33704022600756,2007.74320333729,7.29967806673847,0.144010383729194,-0.251683379690333,0.0146634047123956,0.00142452796042605,3.6937957401611,0.0317101555408305
"55","2005-05-21","2007-09-28",2007.7397260274,2006.12328767123,1526.75,1478.31376281443,-270,80,0.00744702863789826,2,1.98797000433941,1.3410094528168,2007.74717305604,7.29866318519785,0.154167345011757,-0.260632043021837,0.0110640660548178,0.00308196161241787,5.38696438019055,0.0327645175225582
"56","2005-05-21","2007-09-28",2007.7397260274,2006.1397260274,1526.75,1477.19718382417,-275,80,0.00276513930703004,1,1.99932739005435,1.19025410387934,2007.7424911667,7.29790202042474,0.227877545480054,-0.334743490069914,0.0147313591097696,0.00102761803709737,8.70352567362514,0.0335451601982834
"57","2005-05-21","2007-09-28",2007.7397260274,2006.15616438356,1526.75,1476.60354583916,-280,80,0.00258135528588355,0,1.99894932553794,1.19116986282502,2007.74230738268,7.29749989415886,0.235198651633465,-0.342081840123409,0.0145251670819083,0.000970069343333025,9.301063243386,0.0339606757021168
"58","2005-05-21","2007-09-28",2007.7397260274,2006.16438356164,1526.75,1476.02720626294,-285,80,0.0021617928514388,0,1.99848719849315,1.16749048603079,2007.74188782025,7.29710937467926,0.254399512859766,-0.361216013813411,0.0147272248301595,0.000800506083231284,10.6868777934665,0.03436440298786
"59","2005-05-21","2007-09-28",2007.7397260274,2006.17808219178,1526.75,1475.24763079697,-290,80,0.00426662345944351,1,1.99993294648314,1.16079536664899,2007.74399265086,7.29658307681316,0.266516228098209,-0.372687177372698,0.0131830984898051,0.00158356317706961,12.9864791020155,0.0349109994335058
"60","2005-05-21","2007-09-28",2007.7397260274,2006.19452054795,1526.75,1519.62957340905,-295,80,0.00206091555219245,0,0.39077231567937,2.01532197319814,2007.74178694295,7.33961319634425,-0.0951022326425343,-0.0508085807918232,-0.0436981320120349,0.00134307090920665,0.0259613297058494,0.004685633075027
"61","2005-05-21","2007-09-28",2007.7397260274,2006.20547945205,1526.75,1473.32323244026,-300,80,0.00458168130080594,1,1.99889170297536,1.08516328030008,2007.7443077087,7.29527705425113,0.338426463944356,-0.443904025690753,0.0128751788615594,0.00161788315135716,21.4988903373362,0.0362627605289635
"62","2005-05-21","2007-09-28",2007.7397260274,2006.21917808219,1526.75,1474.30656535248,-305,80,0.00339985636037454,1,1.99976110499088,1.16782226515006,2007.74312588376,7.29594404313502,0.277181608917291,-0.383585945341575,0.0136635515280998,0.00130413373401329,13.330561567404,0.0355715940496968
"63","2005-05-21","2007-09-28",2007.7397260274,2006.23287671233,1526.75,1474.49910919738,-310,80,0.00215653548434602,0,1.99967988342749,1.15826306786508,2007.74188256288,7.29607358712183,0.280985025059194,-0.387687702782724,0.0145891900813251,0.000828234677932439,12.8971028968921,0.0354363664763809
"64","2005-05-21","2007-09-28",2007.7397260274,2006.25205479452,1526.75,1474.8838832245,-315,80,0.00389415738686694,1,1.99808193851474,1.20548172478514,2007.74362018478,7.29633581155025,0.249417536384422,-0.355931361776633,0.012956345627091,0.00157568492555538,11.3620079927898,0.0351662374004011
"65","2005-05-21","2007-09-28",2007.7397260274,2006.2602739726,1526.75,1474.70994572548,-320,80,0.00203750063951702,0,1.9995430431383,1.11364738546462,2007.74176352804,7.2962167667767,0.302156277190961,-0.408634949335034,0.0144053155306035,0.000766329741318892,15.3959756253791,0.0352883320719143
"66","2005-05-21","2007-09-28",2007.7397260274,2006.27397260274,1526.75,1475.49430694918,-325,80,0.0025600772908092,0,1.99870194027179,1.16701822330652,2007.74228610469,7.29674855583195,0.260105804673382,-0.366805287283364,0.0134355627597191,0.00101826498316791,12.1673017105597,0.0347379808986179
"67","2005-05-21","2007-09-28",2007.7397260274,2006.2904109589,1526.75,1504.23877437393,-330,80,0.00200013080416284,0,1.62702522893824,8.61256425534948,2007.7417261582,7.31604576468788,-0.103235992768089,-0.0199387360287284,-0.026385197705988,0.00593879819551326,0.0211142572562279,0.0149651943624726
"68","2005-05-21","2007-09-28",2007.7397260274,2006.30136986301,1526.75,1476.38628746404,-335,80,0.00298042230383544,1,1.99765697509027,1.16289605703679,2007.7427064497,7.29735333344813,0.246452773535164,-0.353093026226718,0.0117813012592905,0.00120357374295955,12.693187465088,0.0341128287112892
"69","2005-05-21","2007-09-28",2007.7397260274,2006.31506849315,1526.75,1527.21396566387,-340,80,0.00200492006592867,0,0.413703346151874,1.76965534434695,2007.74173094746,7.34485257337908,-0.115631370400229,-0.0349913023824378,-0.0628205236123763,0.00124434230764728,0.0254395662778541,-0.000303798730431851
"70","2005-05-21","2007-09-28",2007.7397260274,2006.32876712329,1526.75,1478.1718457537,-345,80,0.00211844005684725,0,1.99990763954536,1.1203205566371,2007.74184446745,7.29856158533799,0.237059245595848,-0.343973783437493,0.00932082519358303,0.000840404364608264,15.6207461900484,0.0328636716940904
"71","2005-05-21","2007-09-28",2007.7397260274,2006.34794520548,1526.75,1534.19280121675,-350,80,0.0020196535051582,0,0.442716036372053,1.62719521827507,2007.7417456809,7.34583548769054,-0.128509702074834,-0.0232164470232146,-0.0752040522046785,0.00117977928167601,0.0275011646377721,-0.00485128154091856
"72","2005-05-21","2007-09-28",2007.7397260274,2006.35616438356,1526.75,1538.63889219948,-355,80,0.0020195932995648,0,0.461350907471185,1.54313317670434,2007.7417456207,7.34638705796139,-0.137590262227396,-0.0147715256949386,-0.0829593794846442,0.00112543921008543,0.0294964977530957,-0.00772688917442021
"73","2005-05-21","2007-09-28",2007.7397260274,2006.3698630137,1526.75,1541.64314207792,-360,80,0.00203669131428796,0,0.478009557658743,1.48102313835407,2007.74176271871,7.34661194840654,-0.145233771827103,-0.00744421939337995,-0.0891158167287122,0.00110016359051995,0.0315136233582609,-0.00966056389538015
"74","2005-05-21","2007-09-28",2007.7397260274,2006.38630136986,1526.75,1544.46936198097,-365,80,0.00200750048315967,0,0.493742006927929,1.41476561075502,2007.74173352788,7.34700598714894,-0.154208861732435,0.00110435693077646,-0.095688708588121,0.00104846559286162,0.0345149759515582,-0.0114727830911718
"75","2005-05-21","2007-09-28",2007.7397260274,2006.39726027397,1526.75,1546.48399915438,-370,80,0.00201195852469027,0,0.504771493520892,1.36920766455538,2007.74173798592,7.34749077878092,-0.161628457650852,0.00795504095129811,-0.100599723709777,0.00102525028275907,0.0399400096885291,-0.0127605582503085
"76","2005-05-21","2007-09-28",2007.7397260274,2006.41095890411,1526.75,1547.68223254085,-375,80,0.00200643684092938,0,0.513478733716578,1.3355370705831,2007.74173246424,7.34776115365326,-0.167413599385318,0.0134142839931831,-0.104324361020891,0.00100756920394012,0.04460836805203,-0.0135248903817201
"77","2005-05-21","2007-09-28",2007.7397260274,2006.42465753425,1526.75,1503.70565365374,-380,80,0.00200497787659515,0,1.76283284668245,8.35178382845281,2007.74173100527,7.31568930496306,-0.10759076278248,-0.0119349463457932,-0.0199207564244169,0.0063617940341854,0.0220261401112194,0.015325038042029
"78","2005-05-21","2007-09-28",2007.7397260274,2006.44383561644,1526.75,1556.15370868106,-385,80,0.033858076741808,12,0.177993627671215,1.0000822241928,2007.77358410414,8.05327220767008,-1.06279244509098,0.210036766677815,-0.0754705049580989,0.012896951578893,0.548347909008135,-0.0188951184687137
"79","2005-05-21","2007-09-28",2007.7397260274,2006.45205479452,1526.75,1551.54418840813,-390,80,0.00200233640134684,0,0.540446308432223,1.22202257277291,2007.7417283638,7.34938503881879,-0.191364630360255,0.0355234124980615,-0.117831636568391,0.000949388211844587,0.0662230108164563,-0.0159803301725947
"80","2005-05-21","2007-09-28",2007.7397260274,2006.46575342466,1526.75,1551.76789632017,-395,80,0.0150770612790438,5,0.425165396192416,1.09164415865493,2007.75480308868,7.42620526531041,-0.335252112853298,0.105907599318509,-0.122124484342763,0.0064217061006422,0.152466368543182,-0.0161221896518758
"81","2005-05-21","2007-09-28",2007.7397260274,2006.48219178082,1526.75,1551.20538871256,-400,80,0.00200412905314806,0,0.535742586089106,1.24143674853355,2007.74173015645,7.34923993224397,-0.187267557499573,0.0315763862356236,-0.115569387694976,0.000988449820317677,0.0619711233829515,-0.0157654098486977
"82","2005-05-21","2007-09-28",2007.7397260274,2006.49315068493,1526.75,1503.83578064242,-405,80,0.00272243695394536,0,1.7546322179311,8.41105493713384,2007.74244846435,7.31577836978331,-0.107199591491139,-0.0124961983018123,-0.0198123699804921,0.00917457528719701,0.0221834849681747,0.015237181913433
"83","2005-05-21","2007-09-28",2007.7397260274,2006.50684931507,1526.75,1503.94345023928,-410,80,0.00246614965362824,0,1.75965827182112,8.3587298484561,2007.74219217705,7.31584901592747,-0.107873084256942,-0.0115635643194797,-0.0200997332012749,0.00835172275386891,0.0216539743059039,0.0151644995409184
"84","2005-05-21","2007-09-28",2007.7397260274,2006.52054794521,1526.75,1503.67678236553,-415,80,0.00232478542238823,0,1.78472752461934,8.20177948822966,2007.74205081282,7.31567111606023,-0.108713385020991,-0.0096814843407026,-0.020441325031494,0.00781232104913689,0.0209631270648773,0.015344532751359
"85","2005-05-21","2007-09-28",2007.7397260274,2006.5397260274,1526.75,1503.56125310651,-420,80,0.00200007144667325,0,1.79635417983285,8.11161488619067,2007.74172609884,7.31559337140767,-0.109235347773351,-0.00873156264039172,-0.0206249108145858,0.00675429333357141,0.0206700631622225,0.0154225488622946
"86","2005-05-21","2007-09-28",2007.7397260274,2006.54794520548,1526.75,1503.55280495842,-425,80,0.00211620859658979,0,1.78102425386718,8.26991602650693,2007.74184223599,7.31558792092087,-0.108146255690165,-0.0105490626182639,-0.019923983926364,0.00733580686962065,0.0214886431738724,0.0154282543087818
"87","2005-05-21","2007-09-28",2007.7397260274,2006.56164383562,1526.75,1544.13315119608,-430,80,0.0020089483382435,0,0.471542777821746,1.4615683124086,2007.74173497574,7.34829991816799,-0.148484529806069,-0.00451273715156899,-0.0894697122570481,0.00124512303783688,0.0315083190273307,-0.0112575467877309
"88","2005-05-21","2007-09-28",2007.7397260274,2006.57808219178,1526.75,1503.24478388706,-435,80,0.0021507719291094,0,1.9997604789061,6.40392078565987,2007.74187679933,7.31538170597432,-0.121559509830627,0.00991122841625861,-0.021640709722118,0.00592291618377529,0.0332593969629909,0.0156363197563578
"89","2005-05-21","2007-09-28",2007.7397260274,2006.58904109589,1526.75,1538.1918851496,-440,80,0.00201952977886322,0,0.425383511689632,1.600083350235,2007.74174555718,7.34917284270883,-0.132513662355333,-0.0194548070886681,-0.0744502332327886,0.00140289645015659,0.0267859633954935,-0.00743852913284935
"90","2005-05-21","2007-09-28",2007.7397260274,2006.60273972603,1526.75,1535.88161809007,-445,80,0.00202441048509172,0,0.396513566010723,1.66655721603357,2007.74175043788,7.35101503087198,-0.127570307092018,-0.0249913305749979,-0.0674151065239102,0.00148233796980257,0.0249647688584265,-0.0059455220913587
